LAT;;;;;-33.9258;-33.9258;-33.9258;-33.9258;-33.9258;-33.9258;-33.9258;-33.9258;-33.9258
LON;;;;;18.4232;18.4232;18.4232;18.4232;18.4232;18.4232;18.4232;18.4232;18.4232
ASL;;;;;25.0000;25.0000;25.0000;25.0000;25.0000;25.0000;25.0000;25.0000;25.0000
CITY;;;;;Cape Town;Cape Town;Cape Town;Cape Town;Cape Town;Cape Town;Cape Town;Cape Town;Cape Town
DOMAIN;;;;;NEMSAF01;NEMSAF01;NEMSAF01;NEMSAF01;NEMSAF01;NEMSAF01;NEMSAF01;NEMSAF01;NEMSAF01
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;sfc;sfc;sfc;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Relative Humidity;Mean Sea Level Pressure;Total Precipitation (high resolution);Total Cloud Cover;Sunshine Duration;Shortwave Radiation;Wind Speed;Wind Direction
UNIT;;;;;°C;%;hPa;mm;%;min;W/m2;km/h;°
AGGREGATION;;;;;;;;;;;;;
UTC_OFFSET;;;;;2;2;2;2;2;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Mean Sea Level Pressure  [MSL];Total Precipitation (high resolution)  [sfc];Total Cloud Cover  [sfc];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2019;05;03;10;00;17.58;63.00;1020.30;0.00;10.00;53.62;340.87;15.19;275.44
2019;05;03;11;00;17.91;64.00;1020.70;0.00;15.30;53.62;464.58;15.50;272.66
2019;05;03;12;00;18.01;64.00;1020.60;0.00;22.50;50.23;470.81;15.50;267.34
2019;05;03;13;00;18.14;62.00;1020.30;0.00;10.00;45.64;583.84;15.58;263.37
2019;05;03;14;00;18.16;64.00;1020.00;0.00;24.00;53.62;317.73;19.00;260.18
2019;05;03;15;00;18.19;61.00;1019.90;0.00;10.00;44.68;287.47;20.63;263.99
2019;05;03;16;00;18.42;60.00;1020.00;0.00;10.00;53.62;399.61;20.12;259.70
2019;05;03;17;00;18.15;61.00;1020.00;0.00;10.00;53.62;260.77;17.65;249.72
2019;05;03;18;00;17.57;65.00;1020.30;0.00;10.00;53.62;91.67;13.58;237.99
2019;05;03;19;00;17.07;69.00;1020.60;0.00;11.10;4.86;0.00;10.44;223.60
2019;05;03;20;00;16.77;70.00;1021.20;0.00;11.40;0.00;0.00;9.51;209.48
2019;05;03;21;00;16.42;71.00;1021.50;0.00;30.00;0.00;0.00;9.00;196.26
2019;05;03;22;00;16.24;72.00;1022.00;0.00;30.00;0.00;0.00;8.29;182.49
2019;05;03;23;00;16.03;73.00;1022.40;0.00;30.00;0.00;0.00;6.99;168.11
2019;05;04;00;00;15.80;75.00;1022.50;0.00;30.00;0.00;0.00;6.12;151.93
2019;05;04;01;00;15.48;77.00;1022.60;0.00;44.00;0.00;0.00;7.13;135.00
2019;05;04;02;00;15.00;78.00;1022.80;0.00;32.00;0.00;0.00;7.65;131.19
2019;05;04;03;00;14.72;75.00;1022.50;0.00;10.20;0.00;0.00;13.90;163.44
2019;05;04;04;00;14.41;72.00;1022.50;0.00;7.20;0.00;0.00;13.04;152.02
2019;05;04;05;00;14.06;71.00;1022.60;0.00;10.50;0.00;0.00;12.90;149.86
2019;05;04;06;00;13.83;70.00;1022.00;0.00;11.70;0.00;0.00;14.34;151.50
2019;05;04;07;00;13.58;72.00;1022.40;0.00;6.60;0.00;0.00;15.50;149.26
2019;05;04;08;00;13.95;72.00;1022.80;0.00;5.40;35.57;24.03;17.67;146.63
2019;05;04;09;00;15.94;66.00;1022.70;0.00;10.00;56.55;189.57;21.76;141.04
2019;05;04;10;00;17.11;61.00;1022.60;0.00;48.00;53.62;342.65;26.25;137.78
2019;05;04;11;00;17.93;55.00;1022.70;0.00;100.00;29.36;442.33;28.04;138.12
2019;05;04;12;00;18.56;51.00;1022.50;0.00;100.00;0.00;484.16;29.24;142.00
2019;05;04;13;00;18.91;49.00;1021.60;0.00;100.00;0.00;528.66;30.65;146.50
2019;05;04;14;00;18.77;51.00;1021.00;0.00;100.00;0.00;492.17;32.91;149.79
2019;05;04;15;00;18.40;53.00;1020.60;0.00;100.00;0.00;421.86;29.83;150.34
2019;05;04;16;00;17.82;55.00;1020.00;0.00;100.00;0.00;333.75;33.01;152.04
2019;05;04;17;00;17.40;55.00;1019.50;0.00;100.00;0.00;220.72;35.81;149.83
2019;05;04;18;00;16.46;58.00;1018.60;0.00;100.00;0.00;79.21;36.86;148.17
2019;05;04;19;00;15.97;60.00;1018.60;0.00;100.00;0.00;0.00;35.84;146.47
2019;05;04;20;00;15.80;60.00;1018.50;0.00;100.00;0.00;0.00;33.77;144.11
2019;05;04;21;00;15.33;60.00;1018.20;0.00;100.00;0.00;0.00;30.03;142.31
2019;05;04;22;00;14.77;62.00;1017.90;0.00;100.00;0.00;0.00;21.99;140.31
2019;05;04;23;00;14.46;65.00;1017.70;0.00;84.00;0.00;0.00;18.00;143.13
2019;05;05;00;00;14.28;67.00;1017.30;0.00;100.00;0.00;0.00;16.38;146.66
2019;05;05;01;00;14.21;68.00;1016.80;0.00;100.00;0.00;0.00;15.28;145.56
2019;05;05;02;00;14.11;69.00;1016.30;0.00;100.00;0.00;0.00;14.39;148.30
2019;05;05;03;00;14.17;70.00;1016.10;0.00;98.00;0.00;0.00;18.09;137.42
2019;05;05;04;00;14.19;70.00;1015.50;0.00;100.00;0.00;0.00;16.98;147.99
2019;05;05;05;00;14.08;70.00;1014.90;0.00;100.00;0.00;0.00;16.49;148.39
2019;05;05;06;00;13.86;72.00;1014.20;0.00;100.00;0.00;0.00;15.68;148.13
2019;05;05;07;00;13.79;73.00;1014.40;0.00;100.00;0.00;0.00;14.39;148.30
2019;05;05;08;00;14.10;74.00;1014.50;0.00;88.00;0.00;20.47;13.78;146.73
2019;05;05;09;00;15.74;68.00;1014.40;0.00;9.90;3.83;186.01;13.98;145.49
2019;05;05;10;00;17.81;59.00;1014.40;0.00;12.00;53.68;358.67;13.48;145.89
2019;05;05;11;00;19.81;54.00;1014.40;0.00;0.00;52.34;493.06;12.56;152.70
2019;05;05;12;00;21.83;46.00;1014.00;0.00;0.00;60.00;582.95;13.05;155.56
2019;05;05;13;00;23.26;44.00;1013.80;0.00;0.00;60.00;623.89;14.00;162.03
2019;05;05;14;00;24.22;43.00;1013.60;0.00;0.00;60.00;609.65;15.03;163.30
2019;05;05;15;00;24.82;40.00;1013.40;0.00;16.00;60.00;532.22;10.95;152.59
2019;05;05;16;00;24.78;41.00;1013.50;0.00;43.00;49.79;415.63;11.75;152.65
2019;05;05;17;00;23.91;45.00;1013.40;0.00;64.00;32.55;262.55;12.64;160.02
2019;05;05;18;00;22.37;51.00;1013.10;0.00;61.00;19.15;88.11;11.97;164.29
2019;05;05;19;00;21.10;56.00;1013.40;0.00;48.00;1.25;0.00;10.79;154.29
2019;05;05;20;00;20.04;60.00;1014.00;0.00;27.00;0.00;0.00;11.25;140.19
2019;05;05;21;00;18.96;63.00;1014.20;0.00;2.00;0.00;0.00;11.75;139.97
2019;05;05;22;00;18.06;67.00;1014.20;0.00;0.00;0.00;0.00;12.23;137.39
2019;05;05;23;00;17.29;71.00;1014.30;0.00;0.00;0.00;0.00;10.70;132.27
2019;05;06;00;00;16.72;74.00;1014.50;0.00;0.00;0.00;0.00;9.09;123.69
2019;05;06;01;00;16.59;74.00;1014.40;0.00;0.00;0.00;0.00;7.97;108.43
2019;05;06;02;00;16.74;72.00;1014.60;0.00;0.00;0.00;0.00;7.56;90.00
2019;05;06;03;00;17.33;65.00;1014.90;0.00;0.00;0.00;0.00;6.15;20.56
2019;05;06;04;00;17.65;58.00;1015.20;0.00;0.00;0.00;0.00;6.15;20.56
2019;05;06;05;00;17.72;53.00;1015.30;0.00;0.00;0.00;0.00;7.24;26.57
2019;05;06;06;00;17.69;51.00;1015.50;0.00;0.00;0.00;0.00;10.14;27.47
2019;05;06;07;00;16.43;56.00;1015.80;0.00;0.00;0.00;0.00;12.10;22.75
2019;05;06;08;00;15.32;64.00;1016.30;0.00;0.00;36.76;17.80;13.32;18.92
2019;05;06;09;00;16.44;65.00;1016.60;0.00;0.00;60.00;169.99;15.58;6.63
2019;05;06;10;00;18.02;62.00;1016.70;0.00;0.00;60.00;339.98;18.29;349.80
2019;05;06;11;00;19.07;61.00;1017.00;0.00;0.00;60.00;478.82;19.97;334.36
2019;05;06;12;00;19.42;64.00;1017.30;0.00;0.00;60.00;569.60;20.62;314.29
2019;05;06;13;00;19.02;74.00;1017.10;0.00;100.00;60.00;609.65;23.40;300.51
2019;05;06;14;00;18.58;78.00;1017.10;0.00;100.00;0.00;542.01;23.51;295.39
2019;05;06;15;00;18.29;77.00;1017.70;0.00;100.00;0.00;466.36;23.42;316.25
2019;05;06;16;00;17.96;80.00;1018.00;0.00;100.00;0.00;333.75;20.02;307.69
2019;05;06;17;00;17.82;82.00;1018.10;0.00;87.00;0.00;194.02;16.87;303.69
2019;05;06;18;00;17.86;83.00;1018.70;0.00;100.00;4.47;56.07;12.73;298.74
2019;05;06;19;00;17.73;82.00;1019.00;0.00;12.00;0.00;0.00;8.79;304.99
2019;05;06;20;00;17.10;85.00;1019.20;0.00;11.00;0.00;0.00;5.32;331.70
2019;05;06;21;00;16.46;90.00;1019.60;0.00;2.00;0.00;0.00;5.77;356.42
2019;05;06;22;00;15.78;94.00;1019.90;0.00;25.00;0.00;0.00;5.80;7.13
2019;05;06;23;00;15.29;96.00;1019.80;0.00;39.00;0.00;0.00;5.24;15.95
2019;05;07;00;00;15.08;95.00;1019.60;0.00;100.00;0.00;0.00;5.96;25.02
2019;05;07;01;00;14.88;94.00;1019.70;0.00;100.00;0.00;0.00;5.48;23.20
2019;05;07;02;00;14.71;94.00;1019.40;0.00;100.00;0.00;0.00;4.55;18.43
2019;05;07;03;00;14.92;94.00;1019.20;0.00;100.00;0.00;0.00;6.57;350.54
2019;05;07;04;00;15.24;93.00;1019.30;0.00;100.00;0.00;0.00;6.13;356.63
2019;05;07;05;00;15.52;93.00;1019.00;0.00;100.00;0.00;0.00;6.13;3.37
2019;05;07;06;00;15.74;94.00;1018.50;0.00;100.00;0.00;0.00;6.64;12.53
2019;05;07;07;00;15.55;94.00;1018.70;0.00;100.00;0.00;0.00;6.49;19.44
2019;05;07;08;00;15.42;94.00;1018.80;0.00;100.00;0.00;15.13;5.24;15.95
2019;05;07;09;00;16.07;90.00;1018.70;0.00;100.00;0.00;137.95;4.68;360.00
2019;05;07;10;00;17.26;82.00;1018.60;0.00;32.00;0.00;313.28;4.07;315.00
2019;05;07;11;00;18.19;74.00;1018.10;0.00;100.00;39.57;315.06;4.69;274.40
2019;05;07;12;00;19.14;65.00;1017.70;0.00;100.00;0.00;476.15;9.01;267.71
2019;05;07;13;00;19.51;61.00;1017.00;0.00;100.00;0.00;550.02;10.54;262.15
2019;05;07;14;00;19.47;59.00;1016.40;0.00;100.00;0.00;469.03;11.87;255.96
2019;05;07;15;00;19.33;59.00;1016.10;0.00;100.00;0.00;386.26;10.59;234.69
2019;05;07;16;00;19.22;58.00;1016.00;0.00;100.00;0.00;294.59;10.00;239.74
2019;05;07;17;00;18.77;60.00;1015.50;0.00;100.00;0.00;171.77;9.50;232.70
2019;05;07;18;00;18.16;63.00;1015.30;0.00;100.00;0.00;52.51;6.88;222.88
2019;05;07;19;00;17.57;67.00;1015.50;0.00;100.00;0.00;0.00;8.50;233.62
2019;05;07;20;00;17.14;69.00;1015.80;0.00;100.00;0.00;0.00;7.65;228.81
2019;05;07;21;00;16.88;71.00;1016.50;0.00;100.00;0.00;0.00;6.13;229.76
2019;05;07;22;00;16.72;75.00;1016.50;0.00;100.00;0.00;0.00;4.20;239.04
2019;05;07;23;00;16.47;79.00;1016.60;0.00;100.00;0.00;0.00;3.60;270.00
2019;05;08;00;00;16.37;82.00;1017.00;0.00;5.10;0.00;0.00;4.90;287.10
2019;05;08;01;00;16.17;85.00;1017.10;0.00;0.60;0.00;0.00;5.86;312.51
2019;05;08;02;00;16.00;88.00;1016.90;0.00;10.00;0.00;0.00;7.63;340.71
2019;05;08;03;00;15.46;90.00;1016.90;0.00;25.00;0.00;0.00;10.24;349.88
2019;05;08;04;00;15.35;89.00;1016.70;0.00;100.00;0.00;0.00;12.24;360.00
2019;05;08;05;00;15.02;88.00;1016.90;0.00;100.00;0.00;0.00;14.56;8.53
2019;05;08;06;00;14.61;87.00;1017.20;0.00;100.00;0.00;0.00;16.81;9.87
2019;05;08;07;00;14.47;86.00;1017.60;0.00;100.00;0.00;0.00;18.58;8.91
2019;05;08;08;00;14.54;87.00;1018.20;0.00;100.00;0.00;2.67;20.17;2.05
2019;05;08;09;00;14.82;88.00;1018.20;0.00;100.00;0.00;29.37;20.99;354.09
2019;05;08;10;00;14.78;92.00;1018.80;2.70;100.00;0.00;29.37;19.72;338.59
2019;05;08;11;00;15.68;90.00;1018.90;1.20;100.00;0.00;95.23;19.59;339.57
2019;05;08;12;00;15.50;93.00;1018.60;0.40;100.00;0.00;80.99;22.42;330.14
2019;05;08;13;00;16.02;92.00;1018.30;0.60;100.00;0.00;87.22;25.07;324.94
2019;05;08;14;00;16.09;92.00;1018.20;0.90;100.00;0.00;105.91;26.71;322.67
2019;05;08;15;00;16.79;87.00;1018.60;0.00;100.00;0.00;142.40;21.10;306.67
2019;05;08;16;00;17.11;86.00;1018.80;0.00;100.00;0.00;100.57;18.89;300.96
2019;05;08;17;00;17.30;85.00;1019.10;0.60;92.00;0.00;77.43;17.28;305.68
2019;05;08;18;00;17.13;87.00;1019.10;0.80;100.00;1.28;24.92;16.81;316.74
2019;05;08;19;00;16.90;88.00;1019.60;0.80;100.00;0.00;0.00;16.49;323.88
2019;05;08;20;00;16.72;88.00;1020.50;0.60;100.00;0.00;0.00;15.19;328.57
2019;05;08;21;00;16.52;87.00;1020.90;0.00;70.00;0.00;0.00;13.85;332.10
2019;05;08;22;00;16.32;87.00;1021.20;0.00;100.00;0.00;0.00;13.71;336.80
2019;05;08;23;00;16.16;89.00;1021.80;0.00;100.00;0.00;0.00;13.21;342.55
2019;05;09;00;00;15.99;90.00;1021.90;0.00;100.00;0.00;0.00;12.14;348.02
2019;05;09;01;00;15.83;90.00;1021.90;0.00;100.00;0.00;0.00;11.57;354.64
2019;05;09;02;00;15.77;91.00;1021.90;0.00;100.00;0.00;0.00;11.16;360.00
2019;05;09;03;00;15.36;90.00;1021.70;0.00;100.00;0.00;0.00;8.91;14.04
2019;05;09;04;00;15.22;89.00;1021.60;0.00;100.00;0.00;0.00;8.31;17.65
2019;05;09;05;00;15.13;88.00;1021.70;0.00;99.00;0.00;0.00;8.53;27.65
2019;05;09;06;00;15.03;87.00;1021.80;0.00;100.00;0.00;0.00;8.21;37.87
2019;05;09;07;00;15.00;86.00;1022.10;0.00;100.00;0.00;0.00;8.44;39.81
2019;05;09;08;00;15.13;85.00;1022.70;0.00;100.00;0.00;8.01;8.71;38.29
2019;05;09;09;00;15.83;83.00;1022.50;0.00;100.00;0.00;105.91;8.22;28.81
2019;05;09;10;00;17.00;78.00;1022.40;0.00;100.00;0.00;261.66;8.76;9.46
2019;05;09;11;00;18.22;71.00;1022.40;0.00;1.00;0.00;457.46;6.57;350.54
2019;05;09;12;00;19.35;66.00;1022.00;0.00;0.00;59.36;550.91;5.90;307.57
2019;05;09;13;00;20.18;63.00;1021.10;0.00;0.00;60.00;591.85;7.20;270.00
2019;05;09;14;00;20.85;60.00;1020.90;0.00;0.00;60.00;577.61;7.90;245.77
2019;05;09;15;00;21.44;57.00;1020.80;0.00;1.00;60.00;509.97;8.29;214.38
2019;05;09;16;00;21.59;57.00;1020.40;0.00;1.00;59.36;394.27;9.69;195.07
2019;05;09;17;00;21.00;61.00;1020.30;0.00;0.00;59.36;240.30;10.44;180.00
2019;05;09;18;00;19.67;69.00;1020.30;0.00;0.00;60.00;68.53;9.00;163.74
2019;05;09;19;00;18.33;76.00;1020.30;0.00;4.00;0.01;0.00;9.66;153.43
2019;05;09;20;00;17.19;82.00;1020.50;0.00;8.00;0.00;0.00;10.16;157.07
2019;05;09;21;00;16.42;86.00;1020.40;0.00;9.00;0.00;0.00;9.90;160.91
2019;05;09;22;00;15.79;90.00;1020.10;0.00;9.00;0.00;0.00;7.97;161.57
2019;05;09;23;00;15.37;92.00;1019.90;0.00;9.00;0.00;0.00;7.09;156.04
